更新日期,#genre#
CCTV2,http://t.061899.xyz/tl/dq.php?id=cctv2$IPV4•线路2
CCTV2,http://125.94.244.29:2101/1234.php?id=19&s=8$IPV4•线路3
CCTV3,http://45.192.97.170:8880/play/3.m3u8$IPV4•线路1
CCTV3,http://t.061899.xyz/tl/dq.php?id=cctv3$IPV4•线路2
CCTV3,http://125.94.244.29:2101/1234.php?id=20&s=8$IPV4•线路3
CCTV4,http://45.192.97.170:8880/play/4.m3u8$IPV4•线路1
CCTV4,http://t.061899.xyz/tl/dq.php?id=cctv4$IPV4•线路2
CCTV4,http://183.237.240.235:808/hls/5/index.m3u8$IPV4•线路3
CCTV5,http://45.192.97.170:8880/play/5.m3u8$IPV4•线路1
CCTV5,http://t.061899.xyz/tl/dq.php?id=cctv5$IPV4•线路2
CCTV5,http://125.94.244.29:2101/1234.php?id=5&s=8$IPV4•线路3
CCTV5+,http://45.192.97.170:8880/play/6.m3u8$IPV4•线路1
CCTV5+,http://125.94.244.29:2101/1234.php?id=22&s=8$IPV4•线路2
CCTV5+,http://45.192.97.170:8880/play/68.m3u8$IPV4•线路3
CCTV6,http://45.192.97.170:8880/play/7.m3u8$IPV4•线路1
CCTV6,http://t.061899.xyz/tl/dq.php?id=cctv6$IPV4•线路2
CCTV6,http://125.94.244.29:2101/1234.php?id=6&s=8$IPV4•线路3
CCTV7,http://45.192.97.170:8880/play/8.m3u8$IPV4•线路1
CCTV7,http://t.061899.xyz/tl/dq.php?id=cctv7$IPV4•线路2
CCTV7,http://125.94.244.29:2101/1234.php?id=7&s=8$IPV4•线路3
CCTV8,http://45.192.97.170:8880/play/9.m3u8$IPV4•线路1
CCTV8,http://t.061899.xyz/tl/dq.php?id=cctv8$IPV4•线路2
CCTV8,http://125.94.244.29:2101/1234.php?id=8&s=8$IPV4•线路3
CCTV9,http://45.192.97.170:8880/play/10.m3u8$IPV4•线路1
CCTV9,http://t.061899.xyz/tl/dq.php?id=cctv9$IPV4•线路2
CCTV9,http://125.94.244.29:2101/1234.php?id=9&s=8$IPV4•线路3
CCTV10,http://45.192.97.170:8880/play/11.m3u8$IPV4•线路1
CCTV10,http://t.061899.xyz/tl/dq.php?id=cctv10$IPV4•线路2
CCTV10,http://125.94.244.29:2101/1234.php?id=10&s=8$IPV4•线路3
CCTV11,http://45.192.97.170:8880/play/12.m3u8$IPV4•线路1
CCTV11,http://t.061899.xyz/tl/dq.php?id=cctv11$IPV4•线路2
CCTV11,http://125.94.244.29:2101/1234.php?id=11&s=8$IPV4•线路3
CCTV12,http://45.192.97.170:8880/play/13.m3u8$IPV4•线路1
CCTV12,http://t.061899.xyz/tl/dq.php?id=cctv12$IPV4•线路2
CCTV12,http://125.94.244.29:2101/1234.php?id=12&s=8$IPV4•线路3
CCTV13,http://45.192.97.170:8880/play/14.m3u8$IPV4•线路1
CCTV13,http://t.061899.xyz/tl/dq.php?id=cctv13$IPV4•线路2
CCTV13,http://125.94.244.29:2101/1234.php?id=13&s=8$IPV4•线路3
CCTV14,http://45.192.97.170:8880/play/15.m3u8$IPV4•线路1
CCTV14,http://t.061899.xyz/tl/dq.php?id=cctv14$IPV4•线路2
CCTV14,http://125.94.244.29:2101/1234.php?id=14&s=8$IPV4•线路3
CCTV15,http://45.192.97.170:8880/play/16.m3u8$IPV4•线路1
CCTV15,http://t.061899.xyz/tl/dq.php?id=cctv15$IPV4•线路2
CCTV15,http://125.94.244.29:2101/1234.php?id=15&s=8$IPV4•线路3
CCTV16,http://t.061899.xyz/tl/dq.php?id=cctv16$IPV4•线路1
CCTV16,http://125.94.244.29:2101/1234.php?id=16&s=8$IPV4•线路2
CCTV16,http://101.35.240.114:88/live.php?id=CCTV16$IPV4•线路3
CCTV17,http://45.192.97.170:8880/play/17.m3u8$IPV4•线路1
CCTV17,http://t.061899.xyz/tl/dq.php?id=cctv17$IPV4•线路2
CCTV17,http://125.94.244.29:2101/1234.php?id=17&s=8$IPV4•线路3
CCTV4K,http://125.94.244.29:2101/1234.php?id=8&s=9$IPV4•线路1
CCTV4K,http://113.95.132.166:554/rtp/239.77.0.194:5146$IPV4•线路2
CCTV4K,http://113.95.132.166:554/rtp/239.77.1.180:5146$IPV4•线路3
CCTV8K,http://125.94.244.29:2101/1234.php?id=9&s=9$IPV4•线路1
CCTV8K,http://113.95.132.166:554/rtp/239.253.43.106:5146$IPV4•线路2
CCTV8K,http://183.30.201.121:10002/rtp/239.253.43.106:5146$IPV4•线路3
CETV1,http://111.231.6.102:1234/923287154$IPV4•线路1
CETV1,http://198.204.228.26/live/cetv1hd.m3u8$IPV4•线路2
CETV1,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cetv1hd$IPV4•线路3
CETV2,http://111.231.6.102:1234/923287211$IPV4•线路1
CETV2,http://gslbmgsplive.miguvideo.com/migu/kailu/cetv2/51/20240709/index.m3u8?msisdn=b637d3083747642f29b310fc5ba99367&mdspid=&spid=699004&netType=0&sid=5910022152&pid=2028597139&timestamp=20260827062127&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=923287211&ParentNodeID=-99&assertID=5910022152&client_ip=47.92.23.141&SecurityKey=20260827062127&promotionId=&mvid=5900006638&mcid=500020&playurlVersion=WX-A1-9.8.1-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=6d02a32cc3b54abfae11971b15d053b8&ddCalcu=86bdv30a52a0aad3521cbc137b95141aebaf&sv=10004&ct=android$IPV4•线路2
CETV2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226425/index.m3u8$IPV4•线路3
CETV4,http://111.231.6.102:1234/923287339$IPV4•线路1
CETV4,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226724/1.m3u8$IPV4•线路2
CETV4,https://zby.130519.xyz/PLTV/11/224/3221226153/index.m3u8$IPV4•线路3
🐻┃卫视频道,#genre#
浙江卫视,http://t.061899.xyz/tl/dq.php?id=zjws$IPV4•线路1
浙江卫视,http://125.94.244.29:2101/1234.php?id=33&s=8$IPV4•线路2
浙江卫视,http://45.192.97.170:8880/play/122.m3u8$IPV4•线路3
湖南卫视,http://t.061899.xyz/tl/dq.php?id=hunws$IPV4•线路1
湖南卫视,http://183.237.240.235:808/hls/27/index.m3u8$IPV4•线路2
湖南卫视,http://125.94.244.29:2101/1234.php?id=23&s=8$IPV4•线路3
东方卫视,http://45.192.97.170:8880/play/26.m3u8$IPV4•线路1
东方卫视,http://k.061899.xyz/k.php?id=dfws$IPV4•线路2
东方卫视,http://125.94.244.29:2101/1234.php?id=25&s=8$IPV4•线路3
江苏卫视,http://45.192.97.170:8880/play/27.m3u8$IPV4•线路1
江苏卫视,http://t.061899.xyz/tl/dq.php?id=jsws$IPV4•线路2
江苏卫视,http://125.94.244.29:2101/1234.php?id=30&s=8$IPV4•线路3
山东卫视,http://t.061899.xyz/tl/dq.php?id=sdws$IPV4•线路1
山东卫视,http://125.94.244.29:2101/1234.php?id=40&s=8$IPV4•线路2
山东卫视,http://45.192.97.170:8880/play/119.m3u8$IPV4•线路3
北京卫视,http://45.192.97.170:8880/play/29.m3u8$IPV4•线路1
北京卫视,http://k.061899.xyz/k.php?id=bjws$IPV4•线路2
北京卫视,http://125.94.244.29:2101/1234.php?id=21&s=8$IPV4•线路3
安徽卫视,http://125.94.244.29:2101/1234.php?id=32&s=8$IPV4•线路1
安徽卫视,http://45.192.97.170:8880/play/110.m3u8$IPV4•线路2
安徽卫视,http://204.12.221.218:8181/3m1080p/ahws.m3u8$IPV4•线路3
重庆卫视,http://t.061899.xyz/tl/dq.php?id=cqws$IPV4•线路1
重庆卫视,http://125.94.244.29:2101/1234.php?id=27&s=8$IPV4•线路2
重庆卫视,http://45.192.97.170:8880/play/132.m3u8$IPV4•线路3
四川卫视,http://t.061899.xyz/tl/dq.php?id=scws$IPV4•线路1
四川卫视,http://125.94.244.29:2101/1234.php?id=38&s=8$IPV4•线路2
四川卫视,http://45.192.97.170:8880/play/128.m3u8$IPV4•线路3
东南卫视,http://t.061899.xyz/tl/dq.php?id=dnws$IPV4•线路1
东南卫视,http://125.94.244.29:2101/1234.php?id=26&s=8$IPV4•线路2
东南卫视,http://45.192.97.170:8880/play/113.m3u8$IPV4•线路3
深圳卫视,http://t.061899.xyz/tl/dq.php?id=szws$IPV4•线路1
深圳卫视,http://125.94.244.29:2101/1234.php?id=3&s=8$IPV4•线路2
深圳卫视,http://45.192.97.170:8880/play/120.m3u8$IPV4•线路3
广东卫视,http://45.192.97.170:8880/play/28.m3u8$IPV4•线路1
广东卫视,http://k.061899.xyz/k.php?id=gdws$IPV4•线路2
广东卫视,http://125.94.244.29:2101/1234.php?id=2&s=8$IPV4•线路3
广西卫视,http://125.94.244.29:2101/1234.php?id=29&s=8$IPV4•线路1
广西卫视,http://45.192.97.170:8880/play/131.m3u8$IPV4•线路2
广西卫视,http://148.135.93.213/live.php?id=广西卫视$IPV4•线路3
厦门卫视,http://204.12.221.218:8181/3m1080p/xmws.m3u8$IPV4•线路1
厦门卫视,http://e2.woc.iiiya.cn:28888/rtp/239.61.2.11:8060$IPV4•线路2
厦门卫视,http://192.151.150.154/live/xmws.m3u8$IPV4•线路3
南方卫视,http://116.77.33.98:44330/tsfile/live/1007_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路1
南方卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226218/index.m3u8?$IPV4•线路2
南方卫视,http://120.198.95.220:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&down=1$IPV4•线路3
甘肃卫视,http://k.061899.xyz/k.php?id=gsws$IPV4•线路1
甘肃卫视,http://125.94.244.29:2101/1234.php?id=42&s=8$IPV4•线路2
甘肃卫视,http://45.192.97.170:8880/play/126.m3u8$IPV4•线路3
贵州卫视,http://t.061899.xyz/tl/dq.php?id=gzws$IPV4•线路1
贵州卫视,http://125.94.244.29:2101/1234.php?id=37&s=8$IPV4•线路2
贵州卫视,http://45.192.97.170:8880/play/133.m3u8$IPV4•线路3
河北卫视,http://45.192.97.170:8880/play/31.m3u8$IPV4•线路1
河北卫视,http://k.061899.xyz/k.php?id=hbws$IPV4•线路2
河北卫视,http://125.94.244.29:2101/1234.php?id=36&s=8$IPV4•线路3
河南卫视,http://t.061899.xyz/tl/dq.php?id=hnws$IPV4•线路1
河南卫视,http://45.192.97.170:8880/play/135.m3u8$IPV4•线路2
河南卫视,http://204.12.221.218:8181/3m1080p/haws.m3u8$IPV4•线路3
黑龙江卫视,http://t.061899.xyz/tl/dq.php?id=hljws$IPV4•线路1
黑龙江卫视,http://125.94.244.29:2101/1234.php?id=46&s=8$IPV4•线路2
黑龙江卫视,http://45.192.97.170:8880/play/138.m3u8$IPV4•线路3
湖北卫视,http://45.192.97.170:8880/play/34.m3u8$IPV4•线路1
湖北卫视,http://t.061899.xyz/tl/dq.php?id=hubws$IPV4•线路2
湖北卫视,http://125.94.244.29:2101/1234.php?id=24&s=8$IPV4•线路3
江西卫视,http://45.192.97.170:8880/play/32.m3u8$IPV4•线路1
江西卫视,http://t.061899.xyz/tl/dq.php?id=jxws$IPV4•线路2
江西卫视,http://125.94.244.29:2101/1234.php?id=31&s=8$IPV4•线路3
吉林卫视,http://k.061899.xyz/k.php?id=jlws$IPV4•线路1
吉林卫视,http://t.061899.xyz/tl/dq.php?id=jlws$IPV4•线路2
吉林卫视,http://125.94.244.29:2101/1234.php?id=43&s=8$IPV4•线路3
内蒙古卫视,http://k.061899.xyz/k.php?id=nmgws$IPV4•线路1
内蒙古卫视,http://125.94.244.29:2101/1234.php?id=47&s=8$IPV4•线路2
内蒙古卫视,http://45.192.97.170:8880/play/125.m3u8$IPV4•线路3
辽宁卫视,http://45.192.97.170:8880/play/30.m3u8$IPV4•线路1
辽宁卫视,http://183.237.240.235:808/hls/28/index.m3u8$IPV4•线路2
辽宁卫视,http://125.94.244.29:2101/1234.php?id=44&s=8$IPV4•线路3
宁夏卫视,http://125.94.244.29:2101/1234.php?id=50&s=8$IPV4•线路1
宁夏卫视,http://45.192.97.170:8880/play/141.m3u8$IPV4•线路2
宁夏卫视,http://204.12.221.218:8181/3m1080p/nxws.m3u8$IPV4•线路3
青海卫视,http://t.061899.xyz/tl/dq.php?id=qhws$IPV4•线路1
青海卫视,http://125.94.244.29:2101/1234.php?id=49&s=8$IPV4•线路2
青海卫视,http://45.192.97.170:8880/play/140.m3u8$IPV4•线路3
天津卫视,http://125.94.244.29:2101/1234.php?id=28&s=8$IPV4•线路1
天津卫视,http://45.192.97.170:8880/play/121.m3u8$IPV4•线路2
天津卫视,http://204.12.221.218:8181/3m1080p/tjws.m3u8$IPV4•线路3
海南卫视,http://k.061899.xyz/k.php?id=hinws$IPV4•线路1
海南卫视,http://125.94.244.29:2101/1234.php?id=34&s=8$IPV4•线路2
海南卫视,http://45.192.97.170:8880/play/137.m3u8$IPV4•线路3
新疆卫视,http://k.061899.xyz/k.php?id=xjws$IPV4•线路1
新疆卫视,http://125.94.244.29:2101/1234.php?id=46&s=6$IPV4•线路2
新疆卫视,http://45.192.97.170:8880/play/124.m3u8$IPV4•线路3
云南卫视,http://k.061899.xyz/k.php?id=ynws$IPV4•线路1
云南卫视,http://125.94.244.29:2101/1234.php?id=39&s=8$IPV4•线路2
云南卫视,http://45.192.97.170:8880/play/130.m3u8$IPV4•线路3
西藏卫视,http://t.061899.xyz/tl/dq.php?id=xzws$IPV4•线路1
西藏卫视,http://php.jdshipin.com:8880/xztv.php?id=ws$IPV4•线路2
西藏卫视,http://125.94.244.29:2101/1234.php?id=48&s=8$IPV4•线路3
海峡卫视,http://125.94.244.29:2101/1234.php?id=7&s=9$IPV4•线路1
海峡卫视,http://45.192.97.170:8880/play/245.m3u8$IPV4•线路2
海峡卫视,http://45.192.97.170:8880/play/246.m3u8$IPV4•线路3
兵团卫视,http://45.192.97.170:8880/play/36.m3u8$IPV4•线路1
兵团卫视,http://125.94.244.29:2101/1234.php?id=49&s=6$IPV4•线路2
兵团卫视,http://204.12.221.218:8181/3m1080p/btws.m3u8$IPV4•线路3
安多卫视,https://liveout.xntv.tv/a65jur/96iln2.m3u8$IPV4•线路1
安多卫视,https://liveout.xntv.tv/a65jur/90p2i1.m3u8?zqinghd$IPV4•线路2
安多卫视,https://liveout.xntv.tv/a65jur/90p2i1.m3u8?zqing$IPV4•线路3
康巴卫视,http://171.213.234.216:8089/rtp/239.93.0.41:5140$IPV4•线路1
康巴卫视,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000005000266002&livemode=1&stbId=yu&mode=1&$IPV4•线路2
康巴卫视,http://182.135.66.163:1888/rtp/239.94.2.184:5140$IPV4•线路3
农林卫视,http://45.192.97.170:8880/play/35.m3u8$IPV4•线路1
农林卫视,http://204.12.221.218:8181/3m1080p/snnl.m3u8$IPV4•线路2
农林卫视,http://120.76.248.139/live/bfgd/4200000122.m3u8$IPV4•线路3
三沙卫视,http://125.94.244.29:2101/1234.php?id=48&s=6$IPV4•线路1
三沙卫视,http://204.12.221.218:8181/3m1080p/ssws.m3u8$IPV4•线路2
三沙卫视,https://live.264788.xyz/channel/sanshaweishi?streamid=b0f97355568c17a6d1ca3a67795ee670&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$IPV4•线路3
延边卫视,http://204.12.221.218:8181/3m1080p/ybws.m3u8$IPV4•线路1
延边卫视,http://120.76.248.139/live/bfgd/4200000117.m3u8$IPV4•线路2
延边卫视,https://srs.iyb983.cn:443/video/CYS/index.m3u8$IPV4•线路3
山东齐鲁卫视,http://39.87.249.126:8090/udp/239.253.254.114:8000$IPV4•线路1
山东齐鲁卫视,http://222.173.9.81/00/SNM/CHANNEL10000313/index.m3u8$IPV4•线路2
山东齐鲁卫视,http://222.173.9.81/00/SNM/CHANNEL00000052/index.m3u8$IPV4•线路3
🐶┃咪咕频道,#genre#
家庭影院咪咕,http://z.b.bkpcp.top/m.php?id=jtyy$IPV4•线路1
家庭影院咪咕,http://120.48.113.49:6006/644368373$IPV4•线路2
家庭影院咪咕,http://38.75.136.137:98/gslb/dsdqpub/chcjt.m3u8$IPV4•线路3
动作电影咪咕,http://live.metshop.top/huya/11602077$IPV4•线路1
动作电影咪咕,http://live.metshop.top/huya/11602077$IPV4•线路2
东方卫视咪咕,https://live.264788.xyz/channel/dongfangweishi?streamid=aa8142885ada622172731e7680cd83b7&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$IPV4•线路1
东方卫视咪咕,https://live.264788.xyz/channel/dongfangweishi?streamid=a98a89080092a7cf477ee2ef68844319&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$IPV4•线路2
东方卫视咪咕,https://live.264788.xyz/channel/dongfangweishi?streamid=3433f27cf6adcff6f7d7ca24155aab41&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$IPV4•线路3
江苏卫视咪咕,https://live.264788.xyz/channel/jiangsuweishi?streamid=532885846757ddf8f597ab4a3ca7101e&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$IPV4•线路1
江苏卫视咪咕,https://live.264788.xyz/channel/jiangsuweishi?streamid=2e3c19907f83ee49962e7a3b1db2c093&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$IPV4•线路2
江苏卫视咪咕,https://live.264788.xyz/channel/jiangsuweishi?streamid=01b71cbe218e3ae09ceb25b64aec1f33&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$IPV4•线路3
陕西卫视咪咕,http://go.bkpcp.top/mg/sxws$IPV4•线路1
陕西卫视咪咕,http://rihou.cc:555/tv/[mg]陕西卫视$IPV4•线路2
陕西卫视咪咕,https://live.264788.xyz/channel/shaanxiweishi?streamid=5f9339264c2e80b84332f176b74b1da5&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$IPV4•线路3
湖北卫视咪咕,https://live.264788.xyz/channel/hubeiweishi?streamid=e5e8827bbbb6fed082b85a0b9970586b&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$IPV4•线路1
湖北卫视咪咕,https://live.264788.xyz/channel/hubeiweishi?streamid=5f57cbadedc2a213746e3a599219e2f1&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$IPV4•线路2
湖北卫视咪咕,https://live.264788.xyz/channel/hubeiweishi?streamid=08d72c3923d4678347468aefd5ed9877&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$IPV4•线路3
江西卫视咪咕,https://live.264788.xyz/channel/jiangxiweishi?streamid=65a917f4459d3103a6965af98b2a6272&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$IPV4•线路1
江西卫视咪咕,https://live.264788.xyz/channel/jiangxiweishi?streamid=4a6eec625aac2ea37719b063f81d43b8&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$IPV4•线路2
江西卫视咪咕,https://live.264788.xyz/channel/jiangxiweishi?streamid=897ad7cbdfb0a1094f790d040b5dfa31&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$IPV4•线路3
海南卫视咪咕,https://live.264788.xyz/channel/hainanweishi?streamid=138a77a2a88f0a2df6d0af493cf4d5bc&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$IPV4•线路1
海南卫视咪咕,https://live.264788.xyz/channel/hainanweishi?streamid=22a384055e4a94909e17012c852ac26d&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$IPV4•线路2
海南卫视咪咕,https://live.264788.xyz/channel/hainanweishi?streamid=c0056307691771cf4adf3fcf3f54a006&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$IPV4•线路3
军事大片咪咕,http://k.061899.xyz/k.php?id=jsm$IPV4
新片映厅咪咕,http://120.48.113.49:6006/619495952$IPV4
Y+剧场台咪咕,http://hms3659nc3747353871.live.aikan.miguvideo.com/PLTV/88888888/224/3221230226/1.m3u8?tenantId=8601&accountinfo=~~V2.0~SSxnh2gPZaV_9wZMz86ofwc38bf04ecfc078f584095a9c6e91b9e1~3twbaBwUaqzfkJ5qW9C0gp1C11OJXhanim-P8XrfoHFX-jV3R0FL2wbo-VR8pOhzd5938d01ed8f640cebb709a281e7b1d3~ExtInfo9W1qynAo8QtSBzK-JlHBbQ3bb1f3410d135b117fdf58086980a86d:20240603131532:UTC,c864060416ccf5986b3e5940417477879245774,117.148.130.144,20240603131532,4444444684,c864060416ccf5986b3e5940417477879245774,-1,0,1,,,2,1000000201,,,2,23,0,241,9ec0a2dcdcfd4259318d50a38cde552c,,,1,1,140151867,END&fbl=$IPV4
🐟┃少儿频道,#genre#
东森幼幼,http://gat.xyys.site/cdnlive-fusion.php?mode=play;id=70905dac749b7d3fa4c7e4858f0a470f;token=MO9fE3b9swtXd8K26mW1CeKqfWEf4gkD;machineid=9187b0aea9370255;userip=112.132.215.14;useragent=Dalvik%2F2.1.0%20%28Linux%3B%20U%3B%20Android%2012%3B%20V2166A%20Build%2Fd063e58.0%29;source=dl_app$IPV4•线路1
东森幼幼,http://kt.hmysapp.cn:222/cdnlive.php?mode=play;id=70905dac749b7d3fa4c7e4858f0a470f;token=Gq5aq3u7cpk1v2FncL3VVGu1rMyMRF2e;type=mobile2026Acc3iL$IPV4•线路2
iFun动漫,https://litv.tzh911.qzz.io/litv.php?id=litv-ftv15&token=https://t.me/GPT_858$IPV4
momo亲子,https://live.ottiptv.cc/huya/23352563$IPV4
黑莓动画,http://1.94.31.214/php/py/k-web/ku9/py/socks5.py?ip=111.43.114.137:1080&u=http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8$IPV4•线路1
黑莓动画,http://111.29.9.33:6610/000000001000/1000000004000021734/index.m3u8?channel-id=bestzb&Contentid=1000000004000021734&livemode=1&stbId=3$IPV4•线路2
黑莓动画,https://live.264788.xyz/channel/heimeidonghua?streamid=e28cd42e24738c192f5bf90ad9b909da&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk$IPV4•线路3
卡酷少儿,http://k.061899.xyz/k.php?id=bjkk$IPV4•线路1
卡酷少儿,https://zby.130519.xyz/PLTV/11/224/3221226019/index.m3u8$IPV4•线路2
卡酷少儿,http://1.94.31.214/php/py/k-web/ku9/py/socks5.py?ip=111.43.114.137:1080&u=http://39.134.65.106/PLTV/88888888/224/3221225562/1.m3u8$IPV4•线路3
动漫秀场,https://zby.130519.xyz/PLTV/11/224/3221225764/index.m3u8$IPV4•线路1
动漫秀场,http://111.22.153.159:35455/itv/5000000011000031113.m3u8?cdn=bestzb$IPV4•线路2
动漫秀场,https://zby.130519.xyz/PLTV/11/224/3221225764/index.m3u8$IPV4•线路3
哈哈炫动,https://zby.130519.xyz/PLTV/11/224/3221226161/index.m3u8$IPV4•线路1
哈哈炫动,http://1.94.31.214/php/py/k-web/ku9/py/socks5.py?ip=111.43.114.137:1080&u=http://39.134.65.106/PLTV/88888888/224/3221225534/1.m3u8$IPV4•线路2
哈哈炫动,https://zby.130519.xyz/PLTV/11/224/3221226161/index.m3u8$IPV4•线路3
金鹰卡通,http://204.12.221.218:8181/3m1080p/hnjykt.m3u8$IPV4•线路1
金鹰卡通,https://zby.130519.xyz/PLTV/11/224/3221226094/index.m3u8$IPV4•线路2
金鹰卡通,http://1.94.31.214/php/py/k-web/ku9/py/socks5.py?ip=111.43.114.137:1080&u=http://39.134.65.106/PLTV/88888888/224/3221225561/1.m3u8$IPV4•线路3
优漫卡通,http://204.12.221.218:8181/3m1080p/ymkt.m3u8$IPV4•线路1
优漫卡通,http://t.061899.xyz/tl/tl.php?id=ymkt$IPV4•线路2
优漫卡通,http://1.94.31.214/php/py/k-web/ku9/py/socks5.py?ip=111.43.114.137:1080&u=http://39.134.65.106/PLTV/88888888/224/3221225556/1.m3u8$IPV4•线路3
靖洋卡通,http://220.135.64.124:5050/of-4gtv-4gtv057/index.m3u8?proxy=true$IPV4•线路1
靖洋卡通,http://31.43.191.125:8080/vip7201770826573/415c945b71e8/34834$IPV4•线路2
靖洋卡通,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv057&token=https://t.me/GPT_858$IPV4•线路3
广东少儿,http://119.32.12.17:2901/udp/224.1.100.9:11111$IPV4•线路1
广东少儿,http://120.87.19.109:80/PLTV/88888973/224/3221225727/10000100000000060000000000334183_0.smil/01.m3u8?fmt=ts2hls,244,01.m3u8&accountinfo=UoQbCSdhOfs+Fhzpjb+WON1faRQ9pU15SBx6EULzJM/q63EjPL5/UXSVfEKzDq3xMUv/gTuI5DDcfzACpClQ3gWZ1F4+6A1eDkDeh5XZlpvpn23wIF+ldb6dnBPa8zHj,END&tenantId=8601$IPV4•线路2
广东少儿,http://38.75.136.137:98/gslb/dsdqpub/gdtvs5.m3u8?auth=testpub$IPV4•线路3
🐶┃影视频道,#genre#
CHC动作电影,http://45.192.97.170:8880/play/59.m3u8$IPV4•线路1
CHC动作电影,http://t.061899.xyz/tl/tl.php?id=chcdzdy$IPV4•线路2
CHC动作电影,http://go.bkpcp.top/mg/dzdy$IPV4•线路3
CHC高清电影,rtsp://183.59.56.116:554/PLTV/88888905/224/3221230008/10000100000000060000000010481261_0.smil?0&accountinfo=%7E%7EV2.0%7E08zSQD91Uwj13p7HUFLHNw%7EzJeEdQQK6GK7r2Q5jZjxjKYhZiHklGs8wg1XyXUSKdk5d8f2s2AYjzO2-qcyDeaExan3Pra4cuU_Whoju6BKGf666OGX7-GKwJrfpZjwyfM~ExtInfoWNHSPSTb+3AG0FnUkYLPMw=-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2$IPV4•线路1
CHC高清电影,http://60.255.240.247:8090/live/lnwsCHC-HDH265_4000.m3u8$IPV4•线路2
CHC高清电影,http://124.165.232.26:8084/rtp/226.0.2.93:8004$IPV4•线路3
CHC家庭影院,http://45.192.97.170:8880/play/60.m3u8$IPV4•线路1
CHC家庭影院,http://t.061899.xyz/tl/tl.php?id=chcjtdy$IPV4•线路2
CHC家庭影院,http://go.bkpcp.top/mg/jtyy$IPV4•线路3
NewTV惊悚悬疑,http://1.94.31.214/php/py/k-web/ku9/py/socks5.py?ip=111.43.114.137:1080&u=http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8$IPV4•线路1
NewTV惊悚悬疑,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000004000024282&livemode=1&stbId=yu&mode=1&$IPV4•线路2
NewTV惊悚悬疑,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=7151256057701199617&livemode=1&stbId=yu&mode=1&$IPV4•线路3
NewTV动作电影,http://1.94.31.214/php/py/k-web/ku9/py/socks5.py?ip=111.43.114.137:1080&u=http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8$IPV4•线路1
NewTV动作电影,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=1000000004000018653&livemode=1&stbId=yu&mode=1&$IPV4•线路2
NewTV动作电影,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=FifastbLive&Contentid=8103864434730665389&livemode=1&stbId=yu&mode=1&$IPV4•线路3
黑莓电影,http://1.94.31.214/php/py/k-web/ku9/py/socks5.py?ip=111.43.114.137:1080&u=http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8$IPV4•线路1
